vol_acidity,tot_sulf_d,density,sulph,alcohol,class
0.123866,-0.956604,-0.851296,-0.461036,0.54146,High
1.631743,-0.987003,0.950187,-0.756009,-0.77227,Low
0.235561,-0.59181,-0.438014,-0.402042,-0.021567,High
1.212889,0.046578,0.340862,-1.109977,-0.678432,High
-0.881385,-0.895805,0.044147,-0.048074,0.166109,High
-1.216469,-0.348615,-1.688455,-0.402042,1.949029,High
2.134369,0.289774,-0.014136,-0.579025,-1.147622,Low
-0.15537,-0.227017,0.091834,1.013829,0.635298,High
2.441529,-0.439813,0.430936,0.069915,-0.209243,Low
-0.211217,-0.62221,-0.676446,-0.107068,-0.584594,High
-0.15537,-0.227017,0.091834,1.013829,0.635298,High
-0.76969,0.198576,-2.016961,-0.225058,1.667515,High
-0.490454,-0.257416,-1.25398,-0.461036,0.916812,High
1.408354,-0.04462,-0.332045,-0.225058,0.259947,High
-0.546301,0.137777,-0.215478,-0.107068,-0.021567,Low
-0.211217,-0.987003,0.144818,0.718856,0.447623,High
-0.15537,-0.895805,0.155415,0.659862,0.353785,High
-0.546301,0.137777,-0.215478,-0.107068,-0.021567,Low
0.431027,-0.652609,-2.207706,-0.63802,2.32438,Low
-1.104774,-0.804607,-1.317562,0.659862,2.136705,High
0.626492,0.928163,0.38325,-0.225058,-1.241459,High
0.626492,0.928163,0.38325,-0.225058,-1.241459,High
-0.267065,-1.108601,-0.469805,-0.402042,1.573677,High
-0.602148,1.323355,0.579294,-0.520031,-1.241459,Low
0.012172,0.168176,0.187206,0.600867,1.104488,High
-0.267065,-1.108601,-0.469805,-0.402042,1.573677,High
-1.663247,-1.1694,0.717054,0.246899,-0.490756,High
-0.713843,-0.926204,-1.126817,0.187905,1.949029,High
-0.825538,-0.956604,-0.607566,-0.107068,0.916812,High
-1.328163,-0.895805,-0.581073,-0.166063,1.292164,High
1.184965,-1.108601,-1.35995,-0.520031,1.292164,High
0.45895,-0.804607,-0.236672,-0.343047,-0.209243,High
-0.043675,-0.62221,-1.677858,0.364889,1.949029,High
-1.216469,-1.108601,-0.543984,1.013829,0.447623,High
-1.216469,-1.108601,-0.543984,1.013829,0.447623,High
0.514797,0.168176,0.134222,-0.225058,0.353785,Low
-1.104774,-0.287816,-0.936071,1.367797,0.635298,High
-0.993079,0.867364,0.028252,-0.461036,-0.866108,High
0.514797,-0.287816,0.240191,-0.461036,0.259947,High
-1.551552,0.624168,0.499817,1.190813,-0.209243,High
-1.160621,-1.1694,-0.745326,0.423883,0.916812,High
-1.439858,-1.1694,-1.07913,-0.873998,1.292164,High
-0.825538,0.715366,0.054744,-0.402042,-0.866108,High
-0.602148,0.380972,-0.305552,0.659862,1.479839,High
-0.825538,0.715366,0.054744,-0.402042,-0.866108,High
-0.267065,0.53297,-0.771818,-0.991988,-0.77227,Low
-1.048927,-1.139001,0.335564,0.010921,1.104488,High
-1.886636,-0.500612,-1.455322,0.187905,0.729136,High
-0.657996,-0.166218,0.319668,0.600867,-0.490756,High
-0.657996,-0.166218,0.319668,0.600867,-0.490756,High
-1.495705,0.836964,-1.1851,-0.166063,1.292164,High
-1.048927,-0.835006,-0.681744,-0.343047,0.916812,High
0.068019,-0.926204,-1.036742,-0.402042,1.01065,High
-1.216469,-0.470212,-0.316149,1.190813,1.479839,High
-0.713843,-0.804607,0.515712,-0.932993,0.072271,Low
-0.043675,-0.865405,-0.045927,-0.815004,-0.959946,Low
-0.043675,-0.865405,-0.045927,-0.815004,-0.959946,Low
-1.048927,-0.318215,-1.49771,0.718856,1.855191,High
-0.211217,-0.652609,-1.518904,-0.166063,1.479839,High
-0.267065,-0.500612,-1.444725,-0.697015,0.729136,High
-0.211217,-0.652609,-1.518904,-0.166063,1.479839,High
-0.267065,-0.652609,-1.667261,0.010921,1.855191,High
0.235561,0.076978,-1.593083,-0.343047,2.230543,Low
-1.663247,-0.895805,-1.582486,-0.697015,1.761353,High
-1.272316,-0.683009,-0.803609,1.131819,1.198326,High
1.408354,-1.017403,0.955486,-0.991988,-0.866108,Low
0.012172,-0.987003,-0.432716,-0.107068,-0.396918,High
-0.602148,0.259374,-1.07913,-0.107068,1.761353,High
-1.104774,-0.348615,-1.476516,0.305894,0.54146,High
-1.6074,-1.108601,0.123625,-0.402042,-0.866108,High
-0.713843,1.019361,-3.468744,0.010921,2.981246,High
0.905729,-0.774207,-0.543984,-0.343047,0.822974,High
0.905729,-0.774207,-0.543984,-0.343047,0.822974,High
0.905729,-0.774207,-0.543984,-0.343047,0.822974,High
-0.76969,-0.683009,-2.239497,-0.756009,2.699732,High
0.738187,-0.956604,-2.218303,-0.461036,2.32438,Low
0.068019,-0.895805,-2.329571,0.364889,2.512056,High
-0.15537,-0.561411,-1.709649,-0.63802,1.761353,High
-0.322912,-0.409414,-2.409049,-1.050982,1.761353,High
-0.713843,-0.531011,-0.003539,-0.048074,0.729136,High
0.291408,-1.017403,-0.623461,-0.225058,1.01065,Low
-1.6074,-0.59181,-1.487113,-0.402042,0.822974,High
-1.328163,-1.078202,-2.779942,-0.697015,2.887408,High
1.29666,0.168176,-1.56659,-0.343047,1.01065,High
-0.546301,1.292956,0.876009,0.12891,-0.396918,Low
-0.546301,0.715366,0.653472,0.187905,0.072271,High
0.403103,-1.108601,0.505115,-0.166063,-0.021567,High
-1.886636,2.691331,-1.767933,-1.286961,-0.866108,Low
-0.937232,-0.257416,-1.826216,1.308802,2.981246,High
-1.384011,-0.956604,-0.798311,0.482878,1.292164,High
-1.551552,0.107377,-1.137414,-0.343047,1.386002,High
-0.043675,-1.017403,0.526309,0.600867,0.916812,High
-0.043675,-1.017403,0.526309,0.600867,0.916812,High
-0.657996,1.444953,0.589891,-0.461036,-1.241459,Low
-0.099523,1.201758,0.473324,-0.107068,-0.866108,High
-0.713843,0.988961,0.081237,-0.048074,-0.866108,High
-0.825538,0.745766,-0.268463,1.131819,0.54146,High
-0.434607,-1.047802,-1.699052,-0.048074,0.916812,High
-1.719094,-0.804607,-0.014136,0.954835,-0.396918,High
-1.160621,0.715366,-0.459208,-0.225058,-0.303081,Low
-1.830789,0.137777,-0.014136,0.89584,-0.021567,High
-0.76969,-0.774207,-0.787714,0.010921,1.104488,High
-0.993079,-1.078202,-0.475104,-0.815004,1.479839,High
-1.104774,-1.047802,-1.068533,0.600867,2.230543,High
0.291408,0.715366,-1.709649,-0.048074,1.949029,High
0.403103,-0.257416,-0.310851,-0.756009,-0.584594,Low
-0.602148,-0.257416,-0.27906,0.010921,0.635298,High
0.291408,0.50257,-0.692341,0.12891,0.916812,High
0.403103,-0.257416,-0.310851,-0.756009,-0.584594,Low
-1.942483,1.262557,-0.798311,0.600867,1.292164,High
-0.099523,1.657749,-2.303079,1.249808,2.32438,High
-0.657996,0.228975,-0.543984,2.960652,0.166109,High
-0.657996,-0.287816,0.282579,0.069915,0.353785,Low
-0.937232,-0.804607,0.007058,0.364889,0.635298,High
-0.434607,-0.774207,-0.655252,0.541872,-0.209243,High
-1.160621,-0.835006,-1.275174,0.305894,1.292164,High
1.436278,-0.774207,0.091834,0.069915,-0.396918,Low
1.436278,-0.774207,0.091834,0.069915,-0.396918,Low
0.068019,0.411372,0.181908,1.898749,-0.209243,Low
-1.104774,0.046578,-0.777117,1.308802,1.855191,High
-1.048927,-0.07502,-1.540098,-0.579025,1.479839,High
-0.15537,-0.987003,-0.914877,-0.225058,1.01065,High
-0.937232,-1.047802,-0.040628,0.069915,0.072271,High
0.347256,-0.07502,-0.808908,0.12891,0.353785,High
-0.602148,-0.926204,-0.136001,0.482878,1.761353,High
-0.937232,0.563369,0.218997,-0.225058,-0.866108,High
-0.937232,0.563369,0.218997,-0.225058,-0.866108,High
0.45895,0.380972,-0.708237,0.246899,1.01065,High
0.738187,-1.078202,-1.889798,0.010921,2.136705,High
2.162293,0.958562,-1.74144,0.423883,0.916812,Low
-0.993079,0.016179,-0.400925,0.89584,0.54146,High
-0.993079,0.016179,-0.400925,0.89584,0.54146,High
-0.76969,-1.078202,-1.042041,-1.168972,0.916812,Low
-0.713843,0.228975,0.420339,1.190813,0.072271,High
0.738187,0.441771,-0.543984,-0.343047,-1.053784,Low
0.626492,2.20494,-0.724132,0.246899,0.447623,Low
-0.546301,-0.227017,-1.74144,-1.168972,1.386002,High
-0.546301,-0.227017,-1.74144,-1.168972,1.386002,High
0.626492,2.20494,-0.724132,0.246899,0.447623,Low
2.385682,-0.835006,-0.310851,-1.286961,-0.77227,Low
-0.713843,-0.804607,-0.120105,-0.520031,1.949029,High
-1.551552,-0.166218,-1.248682,0.836846,1.855191,High
1.212889,0.53297,-0.459208,-0.402042,-0.866108,High
-0.546301,0.289774,-0.220777,-0.343047,-0.866108,High
0.291408,1.444953,0.060043,-0.461036,-0.866108,High
0.235561,-1.139001,-1.14801,-0.697015,-0.584594,High
-1.495705,0.928163,-0.87249,0.777851,0.447623,High
0.291408,1.444953,0.060043,-0.461036,-0.866108,High
0.235561,-1.139001,-1.14801,-0.697015,-0.584594,High
-1.048927,-1.108601,-1.354651,-0.697015,0.729136,High
-0.602148,-1.047802,-0.840699,0.187905,1.198326,High
-0.937232,-0.07502,-0.745326,1.131819,0.54146,High
-0.937232,-0.07502,-0.745326,1.131819,0.54146,High
-0.937232,-0.07502,-0.745326,1.131819,0.54146,High
1.07327,0.168176,0.409742,1.66277,-0.396918,Low
-0.937232,-0.07502,-0.745326,1.131819,0.54146,High
-0.76969,-0.683009,-1.306965,1.249808,0.729136,High
0.682339,-0.956604,-0.936071,-0.225058,-0.021567,High
-0.490454,0.198576,-0.554581,-0.225058,-1.053784,Low
0.682339,-0.956604,-0.936071,-0.225058,-0.021567,High
-0.825538,-1.017403,-0.083016,0.541872,0.072271,High
-1.104774,-1.139001,-0.247269,-1.050982,-0.021567,High
-1.439858,-0.531011,-0.989056,-0.579025,0.822974,High
0.235561,0.988961,0.012356,0.187905,-0.866108,High
-1.048927,0.836964,-1.412934,0.89584,1.479839,High
-0.713843,-0.683009,-0.395626,0.187905,0.166109,High
-0.76969,0.107377,-1.042041,1.013829,0.447623,High
-1.160621,-0.07502,0.31437,0.659862,1.01065,High
-1.160621,-0.07502,0.31437,0.659862,1.01065,High
0.012172,1.292956,0.017655,-1.168972,-0.77227,High
-0.937232,-0.713408,-0.194284,0.600867,1.479839,High
-0.76969,-0.804607,1.299887,0.954835,-0.115405,High
-0.378759,0.928163,1.310484,-0.873998,-0.959946,Low
0.291408,-0.014221,-0.438014,-1.109977,-1.147622,Low
0.291408,-0.774207,0.499817,0.364889,-0.77227,Low
-0.602148,1.262557,-2.742853,0.423883,2.981246,High
-0.546301,0.593769,0.229594,-0.107068,-0.866108,Low
-1.942483,0.350573,-1.084429,0.718856,1.292164,High
1.60382,1.323355,-0.284358,-0.225058,0.353785,Low
-0.546301,0.593769,0.229594,-0.107068,-0.866108,Low
-1.663247,-0.318215,-0.321448,-0.991988,-1.053784,Low
1.240812,-0.865405,-2.292482,-1.522939,2.230543,High
0.123866,-0.895805,-0.083016,-0.107068,-0.959946,High
1.240812,-0.865405,-2.292482,-1.522939,2.230543,High
1.129118,-0.683009,0.653472,-1.168972,-0.77227,Low
0.794034,-0.804607,-0.989056,-0.579025,1.292164,Low
0.45895,0.411372,-0.957265,-1.522939,-1.053784,Low
-0.881385,0.563369,0.287877,-0.402042,-0.584594,Low
-0.713843,-0.196617,-1.381144,-0.343047,1.667515,High
0.179714,1.201758,0.823024,-0.225058,-0.866108,Low
0.123866,-0.379014,-0.10421,0.12891,0.072271,Low
1.184965,0.046578,-0.914877,-1.050982,-0.396918,Low
0.123866,-0.379014,-0.10421,0.12891,0.072271,Low
-0.657996,-0.318215,-0.978459,0.541872,0.635298,High
0.403103,-0.287816,-0.851296,-0.284052,0.447623,High
0.403103,-0.287816,-0.851296,-0.284052,0.447623,High
0.291408,0.411372,-0.236672,-0.402042,-0.584594,Low
1.07327,-0.987003,-0.252567,-0.461036,-0.584594,Low
0.738187,-1.017403,-0.559879,-0.461036,-0.866108,Low
0.961576,-0.348615,-0.247269,0.187905,0.447623,Low
0.626492,-0.014221,-1.677858,-1.227966,0.54146,Low
0.347256,0.411372,-0.930773,-1.40495,-1.147622,Low
0.626492,-0.409414,-0.724132,-0.166063,0.822974,High
0.626492,-0.409414,-0.724132,-0.166063,0.822974,High
2.748689,-0.683009,-1.259279,-0.63802,0.729136,Low
-0.434607,0.593769,0.271982,-0.461036,-0.584594,Low
1.408354,-0.62221,0.5581,-1.168972,-0.77227,Low
-0.881385,0.137777,-1.158607,0.364889,1.292164,High
0.235561,-0.318215,-0.586372,-0.343047,-0.115405,High
0.235561,-0.318215,-0.586372,-0.343047,-0.115405,High
-0.546301,-0.835006,-0.395626,1.249808,0.916812,High
-0.657996,0.137777,-0.03533,-0.63802,-0.866108,High
-0.211217,1.232157,-3.150836,0.954835,3.356597,High
-0.825538,0.411372,-3.129642,0.541872,3.356597,High
-0.490454,0.53297,-1.720246,-0.520031,1.198326,High
-0.378759,-0.07502,-1.534799,-0.756009,0.729136,Low
0.291408,-0.07502,-0.957265,-1.345955,-1.053784,Low
0.291408,-0.318215,-1.243383,-0.756009,0.729136,High
1.045347,1.04976,0.07064,-0.697015,-0.866108,High
0.905729,-1.108601,-0.204881,-0.343047,-0.678432,High
1.045347,1.04976,0.07064,-0.697015,-0.866108,High
-1.272316,-1.139001,-1.031444,-0.520031,1.01065,High
-0.378759,0.228975,-0.607566,-0.107068,-0.021567,High
-0.378759,0.228975,-0.607566,-0.107068,-0.021567,High
1.324583,-0.743808,-0.294955,0.12891,0.447623,High
0.570645,0.684967,0.31437,-0.166063,-0.209243,High
-0.602148,-0.318215,-1.052638,-0.579025,0.447623,Low
-0.881385,0.016179,0.31437,-0.520031,0.072271,Low
-2.054178,-0.470212,-1.836813,-0.697015,1.855191,High
0.403103,-1.199799,-2.059349,-1.699923,2.418218,Low
0.403103,1.931345,1.268096,3.019646,-0.209243,Low
0.403103,1.931345,1.268096,3.019646,-0.209243,Low
1.184965,-1.047802,-0.814206,-0.402042,0.54146,Low
0.598568,0.411372,-0.194284,0.541872,0.447623,High
-0.741767,-0.561411,-1.656665,0.069915,1.855191,High
1.268736,-1.047802,-0.014136,-0.991988,-0.678432,Low
0.598568,0.411372,-0.194284,0.541872,0.447623,High
0.570645,0.943362,-0.618163,-1.227966,-0.866108,Low
0.570645,0.943362,-0.618163,-1.227966,-0.866108,Low
0.012172,-0.531011,-1.863305,-0.284052,1.573677,High
0.403103,-0.865405,-2.562704,-0.579025,1.667515,High
0.654416,-0.561411,-1.222189,-0.284052,1.949029,High
1.855133,0.320173,-0.406223,0.482878,1.198326,High
-0.881385,-0.956604,-0.52279,0.836846,0.729136,High
-1.384011,0.654567,-0.920176,0.010921,0.729136,Low
1.464201,0.654567,-0.66055,-1.286961,-1.147622,Low
0.45895,1.262557,-0.332045,-0.756009,-0.584594,Low
0.905729,1.353755,0.611085,-0.225058,-0.303081,Low
0.849881,-0.531011,-0.798311,-0.815004,0.635298,Low
0.905729,1.353755,0.611085,-0.225058,-0.303081,Low
0.514797,0.50257,-0.395626,-0.284052,-1.147622,Low
0.45895,1.262557,-0.332045,-0.756009,-0.584594,Low
-0.099523,-0.59181,-2.038155,-0.402042,2.230543,High
3.642246,-0.166218,-0.755923,-1.109977,0.072271,Low
-0.937232,0.563369,-0.618163,-0.697015,-0.303081,High
-0.937232,0.684967,-0.62876,-0.756009,-0.303081,High
0.570645,1.353755,-0.310851,-0.461036,-0.584594,High
-0.490454,-0.166218,-0.194284,0.187905,1.386002,High
0.570645,1.353755,-0.310851,-0.461036,-0.584594,High
0.738187,1.262557,0.642876,0.010921,-0.303081,Low
-1.048927,-0.865405,-1.49771,-0.63802,0.916812,Low
-0.937232,0.259374,-0.951967,0.954835,0.54146,High
-0.378759,-0.379014,-1.031444,-0.343047,0.166109,High
-0.378759,-0.379014,-1.031444,-0.343047,0.166109,High
-0.378759,-0.379014,-1.031444,-0.343047,0.166109,High
-0.378759,-0.379014,-1.031444,-0.343047,0.166109,High
-0.043675,-0.257416,-0.66055,-0.815004,-1.053784,Low
0.403103,1.353755,-0.310851,-0.579025,-0.584594,High
0.403103,1.353755,-0.310851,-0.579025,-0.584594,High
1.91098,0.624168,-0.03533,-1.168972,-1.147622,Low
-0.76969,-0.652609,-0.496298,-1.345955,-0.678432,High
1.380431,0.046578,0.45213,-0.873998,-0.77227,Low
0.291408,-0.196617,-1.524203,0.010921,2.042867,High
-0.15537,-0.62221,-1.200995,-1.227966,-0.866108,Low
-0.15537,-0.62221,-1.200995,-1.227966,-0.866108,Low
-0.15537,-0.62221,-1.200995,-1.227966,-0.866108,Low
-0.099523,-0.470212,-0.724132,-0.697015,0.072271,High
-0.099523,-0.470212,-0.724132,-0.697015,0.072271,High
-0.099523,-0.470212,-0.724132,-0.697015,0.072271,High
0.068019,-0.470212,-0.45391,-0.873998,-0.021567,High
-0.099523,-0.470212,-0.724132,-0.697015,0.072271,High
-0.602148,-0.804607,0.93959,-0.756009,0.54146,Low
-0.490454,-0.561411,-0.326746,-0.756009,-0.209243,High
0.347256,-1.017403,-1.073832,-0.579025,0.916812,Low
0.710263,-1.047802,-0.464507,-1.581934,-0.866108,Low
0.710263,-1.047802,-0.464507,-1.581934,-0.866108,Low
0.235561,-0.166218,-0.830102,-0.815004,0.353785,Low
0.403103,0.806565,-0.109509,-0.520031,-0.396918,Low
0.514797,-0.014221,-1.815619,-0.873998,1.292164,High
0.654416,0.320173,0.081237,-1.168972,-0.115405,Low
0.654416,0.320173,0.081237,-1.168972,-0.115405,Low
0.291408,-0.561411,-0.565178,-0.815004,-0.396918,Low
-1.160621,-0.439813,-1.11622,-1.286961,-0.303081,Low
-1.048927,-0.561411,-1.11622,-1.286961,-0.303081,Low
-0.546301,0.624168,-0.141299,-0.402042,0.635298,High
-0.294988,-0.561411,0.155415,-0.048074,-0.365639,High
0.068019,-0.257416,0.128923,-0.579025,0.447623,Low
1.799285,0.228975,0.261385,-0.697015,-0.303081,Low
-0.294988,-0.561411,0.155415,-0.048074,-0.365639,High
1.687591,0.50257,-0.120105,-1.050982,-0.584594,Low
0.431027,-0.470212,-0.925474,-0.756009,1.292164,High
-0.15537,-0.135818,0.187206,-0.225058,-0.866108,Low
1.184965,-0.04462,-0.52279,-0.932993,-0.584594,Low
0.068019,1.779347,0.266684,3.078641,0.072271,High
1.352507,0.836964,-0.098912,-0.932993,-0.584594,High
0.45895,-1.1694,-1.476516,-1.699923,-0.021567,Low
1.240812,1.292956,-0.056524,-1.227966,-1.053784,Low
0.179714,1.62735,-0.469805,-0.815004,-0.490756,Low
1.994751,-0.470212,-1.137414,-1.168972,-0.396918,Low
-0.211217,0.836964,-0.76652,-0.225058,1.667515,High
-0.434607,-0.561411,-0.34794,-0.873998,-0.490756,High
0.235561,-0.348615,-0.623461,-0.225058,0.353785,High
0.235561,-0.348615,-0.623461,-0.225058,0.353785,High
1.687591,-0.652609,-0.745326,-1.227966,-0.77227,Low
0.403103,1.779347,-0.326746,-0.991988,-0.490756,Low
0.403103,1.779347,-0.326746,-0.991988,-0.490756,Low
1.268736,1.140959,-0.432716,-0.932993,-0.866108,Low
1.575896,1.171358,-0.03533,-1.40495,-1.147622,Low
0.626492,-0.713408,-0.342642,-0.461036,-0.77227,Low
0.626492,-0.713408,-0.342642,-0.461036,-0.77227,Low
-0.267065,1.961744,-0.798311,-0.756009,-0.678432,Low
-0.211217,-0.409414,-2.027558,-0.402042,1.949029,High
0.626492,-0.409414,-0.332045,-0.461036,0.54146,Low
0.514797,-1.047802,-1.349353,-1.050982,-0.584594,Low
-0.043675,0.380972,-0.332045,-1.050982,-0.209243,Low
0.235561,0.806565,-0.030031,-1.050982,-1.147622,Low
0.877805,-1.047802,0.372653,-0.048074,-0.819189,High
0.821958,-1.078202,0.372653,-0.048074,-0.819189,Low
0.347256,1.748948,-0.480402,-0.815004,-0.490756,Low
0.403103,-0.561411,-0.077718,-0.225058,-0.209243,High
0.794034,-0.683009,-0.607566,0.364889,0.635298,High
0.905729,2.873728,-0.289657,-0.873998,-0.490756,Low
0.905729,2.873728,-0.289657,-0.873998,-0.490756,Low
-1.272316,-0.683009,-0.236672,0.954835,1.386002,High
-1.104774,-1.017403,-0.395626,2.606684,-0.396918,High
-0.15537,-0.014221,0.928993,-0.225058,0.259947,High
-1.384011,-0.379014,-0.819505,1.426792,0.822974,High
-0.099523,0.228975,-0.925474,1.603776,0.259947,High
-1.328163,0.198576,-0.925474,2.075733,1.855191,High
-0.099523,0.228975,-0.925474,1.603776,0.259947,High
2.413606,-0.926204,-1.667261,-1.286961,1.386002,High
-0.322912,-0.835006,-0.236672,0.423883,0.166109,High
0.235561,1.292956,-0.236672,1.426792,-0.303081,Low
-1.160621,-0.956604,1.405857,0.718856,-0.77227,Low
0.291408,-0.865405,-0.077718,1.072824,-0.959946,Low
-1.160621,-0.956604,1.405857,0.718856,-0.77227,Low
-1.048927,-0.287816,-0.819505,0.659862,1.573677,High
0.012172,-0.835006,-0.925474,-1.168972,-0.584594,Low
0.626492,2.630532,-0.607566,-1.227966,-0.490756,Low
0.012172,-0.835006,-0.925474,-1.168972,-0.584594,Low
-0.713843,0.350573,-0.130702,-0.461036,-0.959946,Low
0.068019,0.259374,-0.607566,1.072824,0.916812,High
0.012172,-0.470212,0.028252,0.069915,0.54146,Low
-1.495705,-0.713408,0.346161,0.246899,-0.77227,High
-1.495705,-0.713408,0.346161,0.246899,-0.77227,High
-1.663247,0.411372,0.187206,0.305894,1.573677,High
-0.657996,-0.713408,-0.554581,-0.461036,0.729136,Low
0.626492,0.259374,-0.289657,-0.166063,0.54146,Low
-1.942483,0.624168,-0.395626,1.603776,0.822974,Low
-0.657996,0.016179,-0.607566,-0.225058,-0.021567,Low
-0.546301,0.836964,-0.501596,-0.697015,-0.490756,High
-0.490454,-1.078202,-1.243383,1.131819,1.198326,High
-0.713843,-0.652609,-0.66055,0.482878,-0.303081,High
0.347256,-1.1694,-0.395626,-1.109977,-0.115405,Low
0.794034,1.384154,-0.575775,0.12891,0.604019,High
-0.881385,-0.561411,-1.084429,0.423883,0.822974,High
0.570645,-0.500612,0.197803,0.541872,-0.584594,Low
0.291408,-0.743808,-1.868604,-0.991988,1.198326,Low
0.794034,1.384154,-0.575775,0.12891,0.635298,High
0.570645,-0.500612,0.197803,0.541872,-0.584594,Low
0.794034,-0.227017,0.13952,0.482878,-0.678432,Low
0.291408,0.228975,0.044147,0.423883,-0.678432,Low
-0.825538,-0.531011,-1.073832,0.600867,0.822974,High
-0.881385,-0.561411,-1.084429,0.423883,0.822974,High
-1.160621,-0.895805,0.303773,0.718856,0.54146,High
0.291408,0.198576,-1.593083,0.600867,1.104488,High
-0.211217,1.171358,0.166012,-0.461036,-1.335297,Low
-0.434607,-0.713408,1.586005,0.187905,0.447623,High
2.078522,-0.895805,-1.100324,-0.166063,0.447623,High
0.068019,1.292956,-2.324273,-0.932993,0.11919,High
-0.211217,1.171358,0.166012,-0.461036,-1.335297,Low
-1.328163,-0.804607,-0.379731,-0.343047,0.072271,Low
-1.830789,-0.956604,-1.14801,0.836846,1.386002,High
-0.602148,0.53297,0.261385,0.12891,-0.021567,High
1.436278,-1.017403,-0.056524,-0.284052,-0.396918,Low
0.626492,-0.470212,-0.687043,-0.461036,-0.021567,High
0.570645,-0.227017,-0.808908,-0.756009,0.353785,High
0.347256,0.198576,-0.501596,0.069915,-0.678432,Low
0.347256,0.198576,-0.501596,0.069915,-0.678432,Low
-0.267065,0.228975,0.282579,-0.048074,-0.396918,High
2.860384,-0.439813,-0.141299,-0.520031,0.54146,Low
-0.267065,0.228975,0.282579,-0.048074,-0.396918,High
2.5253,0.076978,0.160714,-0.63802,-0.678432,Low
0.905729,-0.683009,-0.512193,-1.109977,-0.678432,Low
0.961576,-0.926204,-1.805022,-0.815004,2.042867,Low
-0.993079,-0.07502,-0.098912,0.777851,0.635298,High
0.403103,-0.04462,-1.794425,-0.697015,0.54146,Low
-0.322912,1.292956,-2.610391,1.308802,2.949966,High
-0.322912,1.292956,-2.610391,1.308802,2.981246,High
-1.384011,-0.743808,0.812427,0.12891,0.166109,Low
0.514797,-1.017403,-0.936071,-0.225058,-0.303081,Low
-1.384011,-0.743808,0.812427,0.12891,0.166109,Low
0.291408,-1.139001,0.234893,-0.520031,-0.115405,Low
-1.104774,-1.047802,-0.702938,-0.284052,0.259947,Low
2.134369,-1.078202,-0.438014,-0.107068,0.447623,Low
0.710263,-0.652609,-0.363836,-0.63802,-0.678432,Low
0.849881,-0.713408,-0.681744,-0.343047,-0.115405,Low
0.626492,-0.895805,-0.946668,0.718856,0.166109,Low
0.068019,-1.017403,-1.349353,-0.461036,0.916812,Low
0.235561,-1.078202,-1.200995,0.600867,0.353785,High
-1.719094,-0.865405,-1.752037,-0.579025,1.855191,High
0.068019,-1.017403,-1.349353,-0.461036,0.916812,Low
0.682339,-0.865405,-1.730843,-0.697015,1.43292,Low
0.068019,3.056125,-0.204881,-0.402042,-0.678432,Low
-1.216469,-0.561411,-1.142712,0.246899,-0.396918,High
-0.546301,-0.561411,-0.967862,0.89584,0.166109,High
0.068019,3.056125,-0.204881,-0.402042,-0.678432,Low
1.184965,-0.926204,-0.883087,-0.166063,1.01065,High
2.050598,-1.017403,-0.490999,-0.461036,0.353785,High
1.184965,-0.926204,-0.883087,-0.166063,1.01065,High
1.101194,-0.956604,-0.883087,-0.756009,-0.77227,Low
1.631743,0.53297,-0.17309,-0.756009,-0.959946,Low
0.319332,0.411372,-0.194284,-0.697015,-0.584594,Low
-0.490454,-0.987003,-0.634058,0.187905,0.54146,High
-0.825538,-1.047802,-0.369134,-0.63802,0.916812,High
1.29666,-1.047802,-0.395626,-0.166063,-0.443837,Low
1.575896,-0.987003,-0.596969,0.010921,0.353785,High
-0.825538,-1.047802,-0.369134,-0.63802,0.916812,High
-1.439858,-0.652609,0.738248,0.364889,0.166109,High
-1.942483,-0.804607,-1.402337,0.246899,0.635298,Low
-0.937232,0.046578,-0.072419,0.659862,-0.678432,High
0.905729,-0.59181,0.197803,0.069915,-0.584594,Low
1.464201,-0.895805,-0.459208,-0.048074,-0.021567,High
0.179714,0.563369,-2.016961,-0.343047,0.072271,High
1.743438,0.563369,0.886606,0.364889,-1.116342,High
1.743438,0.563369,0.886606,0.364889,-1.100703,High
-1.160621,0.350573,-0.220777,1.839754,0.166109,Low
0.012172,-0.07502,-0.983758,1.013829,-0.115405,High
-0.322912,-0.804607,-0.146598,-0.166063,0.072271,Low
0.961576,-0.59181,-0.051225,-0.461036,-0.209243,Low
0.012172,-0.07502,-0.983758,1.013829,-0.115405,High
-0.267065,-0.713408,-0.475104,-1.345955,-1.288378,Low
-1.160621,0.350573,-0.220777,1.839754,0.166109,Low
-0.267065,0.441771,-0.76652,-0.343047,-0.021567,Low
-0.602148,0.016179,-0.808908,0.718856,-0.396918,High
-0.267065,-0.379014,-0.649953,-0.107068,-0.678432,Low
-0.322912,-0.257416,-0.644655,-0.048074,-0.77227,High
0.012172,-0.683009,-0.87249,0.010921,0.353785,High
-1.328163,0.380972,0.2084,0.069915,-0.303081,High
0.905729,0.168176,-0.353239,-0.343047,-0.209243,High
-0.490454,-0.865405,-1.222189,0.187905,0.822974,High
0.989499,-0.561411,-0.231374,0.010921,-0.209243,Low
0.012172,-0.743808,-0.538685,0.12891,-0.490756,High
-0.76969,1.140959,0.224296,-0.284052,-1.335297,Low
0.179714,-0.531011,-1.471218,-0.225058,1.198326,High
0.123866,-0.348615,-0.448611,-0.402042,-0.678432,High
0.012172,-0.04462,-0.777117,0.12891,-0.115405,High
0.291408,-0.470212,-1.01025,-0.107068,-0.209243,High
0.626492,-0.62221,-0.724132,-0.166063,1.479839,Low
